id,rol,victima_x,sexo,edad,fecha_fallecimiento,categoria_edad,n_victimas,fecha,anio,mes,dia,nombre_dia,laboral,hora_exacta,hora,categoria_hora,tipo_calle,calle,cruce,direccion_norm,comuna,latitud,longitud,participantes,victima_y,acusado
2018-0050,PEATON,PEATON,FEMENINO,47.0,2018-05-24,entre_40_y_60,1,2018-05-14,2018,5,14,lunes,Laboral,18:45:00,18,tarde-noche,AVENIDA,CABILDO AV.,JURAMENTO AV.,CABILDO AV. y JURAMENTO AV.,13,-34.56203610,-58.45669422,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0051,PEATON,PEATON,FEMENINO,57.0,2018-05-15,entre_40_y_60,1,2018-05-15,2018,5,15,martes,Laboral,21:15:00,21,tarde-noche,CALLE,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.","CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-34.64341878,-58.35977160,PEATON-AUTO,PEATON,AUTO
2018-0052,PEATON,PEATON,MASCULINO,78.0,2018-05-19,entre_60_y_80,1,2018-05-18,2018,5,18,viernes,Laboral,20:30:00,20,tarde-noche,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",NAZCA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-34.59070093,-58.49820145,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0053,CONDUCTOR,MOTO,MASCULINO,43.0,2018-05-20,entre_40_y_60,1,2018-05-20,2018,5,20,domingo,No Laboral,02:30:00,2,noche,CALLE,SAN LUIS,AGUERO,SAN LUIS y AGUERO,3,-34.59939180,-58.41059280,MOTO-AUTO,MOTO,AUTO
2018-0054,PEATON,PEATON,FEMENINO,86.0,2018-05-25,mas_de_80,1,2018-05-22,2018,5,22,martes,Laboral,11:15:00,11,mañana,CALLE,LUGONES,,LUGONES 2430,12,-34.57121563,-58.47969138,PEATON-BICICLETA,PEATON,BICICLETA
2018-0055,CONDUCTOR,MOTO,MASCULINO,21.0,2018-05-29,entre_20_y_40,1,2018-05-29,2018,5,29,martes,Laboral,07:30:00,7,mañana,AVENIDA,INDEPENDENCIA AV.,JUJUY AV.,INDEPENDENCIA AV. y JUJUY AV.,3,-34.61883916,-58.40351561,MOTO-AUTO,MOTO,AUTO
2018-0056,PEATON,PEATON,FEMENINO,69.0,2018-06-04,entre_60_y_80,1,2018-06-02,2018,6,2,sábado,No Laboral,13:00:00,13,tarde,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 11050,9,-34.63918987,-58.51973844,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0057,CONDUCTOR,MOTO,MASCULINO,33.0,2018-06-04,entre_20_y_40,1,2018-06-03,2018,6,3,domingo,No Laboral,03:30:00,3,noche,CALLE,COMBATE DE LOS POZOS,HUMBERTO 1?,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-34.62163006,-58.39311376,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0058,CONDUCTOR,MOTO,MASCULINO,26.0,2018-06-13,entre_20_y_40,1,2018-06-03,2018,6,3,domingo,No Laboral,06:30:00,6,mañana,AVENIDA,CORDOBA AV.,THAMES,CORDOBA AV. y THAMES,15,-34.59082159,-58.43531242,MOTO-AUTO,MOTO,AUTO
2018-0059,CONDUCTOR,MOTO,MASCULINO,54.0,2018-06-08,entre_40_y_60,1,2018-06-08,2018,6,8,viernes,Laboral,06:20:00,6,mañana,AVENIDA,"GARAY, JUAN DE AV.",SANCHEZ DE LORIA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-34.63035454,-58.41178165,MOTO-MOVIL,MOTO,OTRO
2018-0060,PEATON,PEATON,MASCULINO,51.0,2018-06-08,entre_40_y_60,1,2018-06-08,2018,6,8,viernes,Laboral,12:50:00,12,tarde,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1,-34.60189492,-58.37048800,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0061,CONDUCTOR,MOTO,MASCULINO,51.0,2018-06-10,entre_40_y_60,1,2018-06-10,2018,6,10,domingo,No Laboral,11:15:00,11,mañana,CALLE,ESTADOS UNIDOS,PICHINCHA,ESTADOS UNIDOS y PICHINCHA,3,-34.61964833,-58.39883882,MOTO-MOTO,MOTO,MOTO
2018-0062,PEATON,PEATON,MASCULINO,32.0,2018-06-14,entre_20_y_40,1,2018-06-14,2018,6,14,jueves,Laboral,01:00:00,1,noche,CALLE,ROSARIO,BARCO CENTENERA DEL,ROSARIO y BARCO CENTENERA DEL,6,-34.62082399,-58.44110156,PEATON-CARGAS,PEATON,CARGAS
2018-0063,PEATON,PEATON,FEMENINO,28.0,2018-06-17,entre_20_y_40,1,2018-06-16,2018,6,16,sábado,No Laboral,21:15:00,21,tarde-noche,AVENIDA,"ALEM, LEANDRO N. AV.",VIAMONTE,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-34.59952725,-58.37093138,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0064,CONDUCTOR,AUTO,MASCULINO,30.0,2018-06-25,entre_20_y_40,1,2018-06-25,2018,6,25,lunes,Laboral,01:15:00,1,noche,AVENIDA,VARELA AV.,PRIMERA JUNTA,VARELA AV. y PRIMERA JUNTA,7,-34.63953253,-58.45855262,AUTO-CARGAS,AUTO,CARGAS
2018-0065,CONDUCTOR,MOTO,MASCULINO,35.0,2018-06-26,entre_20_y_40,1,2018-06-26,2018,6,26,martes,Laboral,17:30:00,17,tarde,CALLE,"PELLEGRINI, CARLOS",JUNCAL,"PELLEGRINI, CARLOS y JUNCAL",1,-34.59283447,-58.38161909,MOTO-CARGAS,MOTO,CARGAS
2018-0066,PEATON,PEATON,MASCULINO,73.0,2018-06-28,entre_60_y_80,1,2018-06-28,2018,6,28,jueves,Laboral,11:00:00,11,mañana,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-34.58698157,-58.45511899,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0067,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0,2018-07-06,mas_de_80,1,2018-06-29,2018,6,29,viernes,Laboral,16:15:00,16,tarde,AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-34.62973033,-58.37724226,PASAJEROS-AUTO,PASAJEROS,AUTO
2018-0068,CONDUCTOR,MOTO,MASCULINO,21.0,2018-07-01,entre_20_y_40,1,2018-07-01,2018,7,1,domingo,No Laboral,09:00:00,9,mañana,AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-34.62930339,-58.45546217,MOTO-AUTO,MOTO,AUTO
2018-0069,CICLISTA,BICICLETA,MASCULINO,20.0,2018-07-04,entre_20_y_40,1,2018-07-04,2018,7,4,miércoles,Laboral,21:45:00,21,tarde-noche,AVENIDA,CORDOBA AV.,,CORDOBA AV. 2215,2,-34.59954925,-58.39897064,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0070,CONDUCTOR,MOTO,MASCULINO,33.0,2018-07-07,entre_20_y_40,1,2018-07-07,2018,7,7,sábado,No Laboral,15:45:00,15,tarde,CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",3,-34.62126274,-58.40917826,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0071,CONDUCTOR,MOTO,MASCULINO,0.0,2018-07-10,edad_desconocida,1,2018-07-10,2018,7,10,martes,Laboral,17:50:00,17,tarde,AVENIDA,MORENO,"HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",1,-34.61099738,-58.36726348,MOTO-CARGAS,MOTO,CARGAS
2018-0072,CONDUCTOR,MOTO,MASCULINO,27.0,2018-07-13,entre_20_y_40,1,2018-07-11,2018,7,11,miércoles,Laboral,13:15:00,13,tarde,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-34.68454456,-58.48267426,MOTO-CARGAS,MOTO,CARGAS
2018-0073,PEATON,PEATON,FEMENINO,67.0,2018-07-11,entre_60_y_80,1,2018-07-11,2018,7,11,miércoles,Laboral,15:45:00,15,tarde,AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3400",4,-34.65168841,-58.39546165,PEATON-CARGAS,PEATON,CARGAS
2018-0074,CONDUCTOR,AUTO,MASCULINO,25.0,2018-07-14,entre_20_y_40,1,2018-07-14,2018,7,14,sábado,No Laboral,06:04:00,6,mañana,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-34.63376545,-58.46941984,AUTO-CARGAS,AUTO,CARGAS
2018-0075,PEATON,PEATON,MASCULINO,23.0,2018-07-15,entre_20_y_40,1,2018-07-15,2018,7,15,domingo,No Laboral,07:30:00,7,mañana,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-34.58129246,-58.40367321,PEATON-AUTO,PEATON,AUTO
2018-0076,CONDUCTOR,AUTO,MASCULINO,73.0,2018-07-16,entre_60_y_80,1,2018-07-16,2018,7,16,lunes,Laboral,09:30:00,9,mañana,CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-34.65014993,-58.52932872,AUTO-CARGAS,AUTO,CARGAS
2018-0077,CONDUCTOR,AUTO,MASCULINO,58.0,2018-07-17,entre_40_y_60,1,2018-07-16,2018,7,16,lunes,Laboral,23:15:00,23,tarde-noche,CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-34.62126274,-58.40917826,AUTO-CARGAS,AUTO,CARGAS
2018-0078,PEATON,PEATON,MASCULINO,27.0,2018-07-21,entre_20_y_40,1,2018-07-21,2018,7,21,sábado,No Laboral,06:15:00,6,mañana,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-34.59473294,-58.41264127,PEATON-AUTO,PEATON,AUTO
2018-0079,PEATON,PEATON,MASCULINO,0.0,2018-07-23,edad_desconocida,1,2018-07-23,2018,7,23,lunes,Laboral,07:15:00,7,mañana,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-34.66977709,-58.50877521,PEATON-CARGAS,PEATON,CARGAS
2018-0080,PEATON,PEATON,MASCULINO,26.0,2018-07-25,entre_20_y_40,1,2018-07-25,2018,7,25,miércoles,Laboral,22:22:00,22,tarde-noche,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-34.65903530,-58.51232237,PEATON-AUTO,PEATON,AUTO
2018-0081,PEATON,PEATON,MASCULINO,35.0,2018-07-29,entre_20_y_40,1,2018-07-29,2018,7,29,domingo,No Laboral,06:30:00,6,mañana,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-34.64567171,-58.44744156,MULTIPLE,PEATON,MULTIPLE
2018-0082,CONDUCTOR,MOTO,FEMENINO,17.0,2018-08-01,entre_0_y_20,1,2018-08-01,2018,8,1,miércoles,Laboral,15:53:00,15,tarde,AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-34.65869968,-58.49441273,MOTO-CARGAS,MOTO,CARGAS
2018-0083,CONDUCTOR,MOTO,MASCULINO,0.0,2018-08-02,edad_desconocida,1,2018-08-02,2018,8,2,jueves,Laboral,05:20:00,5,noche,GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-34.69153196,-58.47976785,MOTO-CARGAS,MOTO,CARGAS
2018-0084,PEATON,PEATON,MASCULINO,45.0,2018-08-03,entre_40_y_60,1,2018-08-03,2018,8,3,viernes,Laboral,07:25:00,7,mañana,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-34.62260331,-58.36523349,PEATON-CARGAS,PEATON,CARGAS
2018-0085,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2018-08-03,entre_20_y_40,2,2018-08-03,2018,8,3,viernes,Laboral,18:16:00,18,tarde-noche,AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-34.62704273,-58.39118948,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0085,CONDUCTOR,MOTO,MASCULINO,30.0,2018-08-03,entre_20_y_40,2,2018-08-03,2018,8,3,viernes,Laboral,18:16:00,18,tarde-noche,AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-34.62704273,-58.39118948,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0086,PEATON,PEATON,MASCULINO,40.0,2018-08-10,entre_40_y_60,1,2018-08-10,2018,8,10,viernes,Laboral,21:44:00,21,tarde-noche,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,9,-34.65015854,-58.49019551,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0087,PEATON,PEATON,MASCULINO,75.0,2018-08-20,entre_60_y_80,1,2018-08-15,2018,8,15,miércoles,Laboral,19:20:00,19,tarde-noche,AVENIDA,PAVON AV.,COLOMBRES,PAVON AV. y COLOMBRES,5,-34.63023775,-58.41644362,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0088,CONDUCTOR,MOTO,MASCULINO,0.0,2018-08-17,edad_desconocida,1,2018-08-17,2018,8,17,viernes,Laboral,16:36:00,16,tarde,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-34.54979510,-58.50073810,MOTO-CARGAS,MOTO,CARGAS
2018-0089,PEATON,PEATON,MASCULINO,80.0,2018-08-17,mas_de_80,1,2018-08-17,2018,8,17,viernes,Laboral,17:56:00,17,tarde,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,4,-34.63036565,-58.39626094,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0090,CONDUCTOR,MOTO,MASCULINO,27.0,2018-08-18,entre_20_y_40,1,2018-08-18,2018,8,18,sábado,No Laboral,10:34:00,10,mañana,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8,-34.67051543,-58.43284809,MOTO-AUTO,MOTO,AUTO
2018-0091,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2018-08-19,entre_20_y_40,1,2018-08-19,2018,8,19,domingo,No Laboral,18:47:00,18,tarde-noche,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,-34.63659934,-58.52280139,AUTO-AUTO,AUTO,AUTO
2018-0092,CONDUCTOR,MOTO,MASCULINO,23.0,2018-08-20,entre_20_y_40,1,2018-08-20,2018,8,20,lunes,Laboral,08:20:00,8,mañana,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,14,-34.59774487,-58.42336930,MOTO-AUTO,MOTO,AUTO
2018-0093,PEATON,PEATON,MASCULINO,24.0,2018-08-20,entre_20_y_40,1,2018-08-20,2018,8,20,lunes,Laboral,08:41:00,8,mañana,CALLE,15 DE NOVIEMBRE DE 1889,,15 DE NOVIEMBRE DE 1889 1513,1,-34.63105973,-58.38691681,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0094,CONDUCTOR,MOTO,MASCULINO,32.0,2018-08-23,entre_20_y_40,1,2018-08-23,2018,8,23,jueves,Laboral,05:35:00,5,noche,CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",14,-34.58579880,-58.41169020,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0095,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,2018-08-26,entre_40_y_60,1,2018-08-26,2018,8,26,domingo,No Laboral,00:59:00,0,noche,AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-34.65117757,-58.46739825,AUTO-AUTO,AUTO,AUTO
2018-0096,PEATON,PEATON,MASCULINO,39.0,2018-08-31,entre_20_y_40,1,2018-08-31,2018,8,31,viernes,Laboral,22:20:00,22,tarde-noche,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-34.67152226,-58.44483258,PEATON-AUTO,PEATON,AUTO
2018-0097,CONDUCTOR,AUTO,FEMENINO,35.0,2018-09-02,entre_20_y_40,1,2018-09-02,2018,9,2,domingo,No Laboral,10:50:00,10,mañana,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-34.66128115,-58.43254025,AUTO-MOVIL,AUTO,OTRO
2018-0098,CONDUCTOR,AUTO,MASCULINO,55.0,2018-09-09,entre_40_y_60,2,2018-09-09,2018,9,9,domingo,No Laboral,05:00:00,5,noche,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-34.69640164,-58.47199387,AUTO-AUTO,AUTO,AUTO
2018-0098,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,2018-09-09,entre_40_y_60,2,2018-09-09,2018,9,9,domingo,No Laboral,05:00:00,5,noche,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-34.69640164,-58.47199387,AUTO-AUTO,AUTO,AUTO
2018-0099,PEATON,PEATON,MASCULINO,18.0,2018-09-13,entre_0_y_20,1,2018-09-12,2018,9,12,miércoles,Laboral,14:25:00,14,tarde,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,-34.62925068,-58.46411215,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0100,SD,MOTO,FEMENINO,33.0,2018-09-20,entre_20_y_40,1,2018-09-20,2018,9,20,jueves,Laboral,10:30:00,10,mañana,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-34.62367156,-58.36217754,MOTO-AUTO,MOTO,AUTO
2018-0101,CONDUCTOR,AUTO,MASCULINO,0.0,2018-09-21,edad_desconocida,1,2018-09-21,2018,9,21,viernes,Laboral,00:15:00,0,noche,GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12,-34.54073130,-58.48098594,MULTIPLE,AUTO,MULTIPLE
2018-0102,CONDUCTOR,MOTO,MASCULINO,20.0,2018-09-21,entre_20_y_40,1,2018-09-21,2018,9,21,viernes,Laboral,00:30:00,0,noche,CALLE,FAMATINA,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4,-34.64640709,-58.41083404,MOTO-AUTO,MOTO,AUTO
2018-0103,PEATON,PEATON,MASCULINO,1.0,2018-09-29,entre_0_y_20,1,2018-09-27,2018,9,27,jueves,Laboral,17:51:00,17,tarde,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-34.64446729,-58.44609828,PEATON-MOTO,PEATON,MOTO
2018-0104,CONDUCTOR,MOTO,MASCULINO,22.0,2018-10-01,entre_20_y_40,1,2018-10-01,2018,10,1,lunes,Laboral,08:58:00,8,mañana,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-34.64035082,-58.37709334,MOTO-MOTO,MOTO,MOTO
2018-0105,PEATON,PEATON,FEMENINO,56.0,2018-10-03,entre_40_y_60,1,2018-10-03,2018,10,3,miércoles,Laboral,18:12:00,18,tarde-noche,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,-34.63070603,-58.46963952,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0106,CONDUCTOR,MOTO,MASCULINO,27.0,2018-10-04,entre_20_y_40,1,2018-10-04,2018,10,4,jueves,Laboral,22:02:00,22,tarde-noche,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-34.55161027,-58.43674281,MOTO-MOTO,MOTO,MOTO
2018-0107,PEATON,PEATON,FEMENINO,62.0,2018-10-06,entre_60_y_80,1,2018-10-06,2018,10,6,sábado,No Laboral,14:20:00,14,tarde,AVENIDA,RIVADAVIA AV.,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3,-34.61011987,-58.40596860,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0108,CONDUCTOR,MOTO,MASCULINO,37.0,2018-10-10,entre_20_y_40,1,2018-10-09,2018,10,9,martes,Laboral,14:00:00,14,tarde,AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-34.60463618,-58.36154069,MOTO-AUTO,MOTO,AUTO
2018-0109,PEATON,PEATON,MASCULINO,34.0,2018-10-10,entre_20_y_40,1,2018-10-10,2018,10,10,miércoles,Laboral,22:12:00,22,tarde-noche,AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1,-34.60066507,-58.37062179,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0110,PEATON,PEATON,MASCULINO,60.0,2018-10-14,entre_60_y_80,1,2018-10-13,2018,10,13,sábado,No Laboral,03:05:00,3,noche,AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-34.60207186,-58.43220014,PEATON-MOTO,PEATON,MOTO
2018-0111,CONDUCTOR,MOTO,MASCULINO,28.0,2018-10-19,entre_20_y_40,1,2018-10-19,2018,10,19,viernes,Laboral,12:13:00,12,tarde,AUTOPISTA,AUTOPISTA PERITO MORENO,,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-34.64949724,-58.46958442,MOTO-CARGAS,MOTO,CARGAS
2018-0112,CONDUCTOR,MOTO,FEMENINO,28.0,2018-10-24,entre_20_y_40,1,2018-10-24,2018,10,24,miércoles,Laboral,09:18:00,9,mañana,CALLE,MU?ECAS,SERRANO,MUÃ‘ECAS y SERRANO,15,-34.59970903,-58.44671397,MOTO-CARGAS,MOTO,CARGAS
2018-0113,CONDUCTOR,MOTO,MASCULINO,20.0,2018-10-25,entre_20_y_40,1,2018-10-25,2018,10,25,jueves,Laboral,11:00:00,11,mañana,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-34.61474911,-58.47152163,MOTO-CARGAS,MOTO,CARGAS
2018-0114,CONDUCTOR,MOTO,MASCULINO,23.0,2018-10-30,entre_20_y_40,1,2018-10-30,2018,10,30,martes,Laboral,02:15:00,2,noche,AVENIDA,SOLIS,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1,-34.61807951,-58.39032921,MOTO-AUTO,MOTO,AUTO
2018-0115,PEATON,PEATON,MASCULINO,42.0,2018-11-01,entre_40_y_60,1,2018-10-31,2018,10,31,miércoles,Laboral,12:30:00,12,tarde,CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9,-34.64297861,-58.52887773,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0116,PEATON,PEATON,MASCULINO,48.0,2018-11-08,entre_40_y_60,1,2018-11-01,2018,11,1,jueves,Laboral,10:50:00,10,mañana,GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 14800",8,-34.67981324,-58.49371157,PEATON-CARGAS,PEATON,CARGAS
2018-0117,CONDUCTOR,MOTO,MASCULINO,30.0,2018-11-08,entre_20_y_40,1,2018-11-04,2018,11,4,domingo,No Laboral,08:15:00,8,mañana,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5321",9,-34.66012327,-58.48266599,MOTO-MOTO,MOTO,MOTO
2018-0118,PEATON,PEATON,FEMENINO,80.0,2018-11-05,mas_de_80,1,2018-11-05,2018,11,5,lunes,Laboral,14:49:00,14,tarde,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-34.60774301,-58.40612253,PEATON-MOTO,PEATON,MOTO
2018-0119,PEATON,PEATON,FEMENINO,32.0,2018-11-06,entre_20_y_40,1,2018-11-05,2018,11,5,lunes,Laboral,22:35:00,22,tarde-noche,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-34.66292532,-58.43613623,PEATON-SD,PEATON,SD
2018-0120,PEATON,PEATON,FEMENINO,51.0,2018-11-20,entre_40_y_60,1,2018-11-09,2018,11,9,viernes,Laboral,13:34:00,13,tarde,AVENIDA,MONROE,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12,-34.57208238,-58.48250732,PEATON-AUTO,PEATON,AUTO
2018-0121,PEATON,PEATON,FEMENINO,72.0,2018-11-09,entre_60_y_80,1,2018-11-09,2018,11,9,viernes,Laboral,16:32:00,16,tarde,AVENIDA,RIVADAVIA AV.,MANZONI,RIVADAVIA AV. y MANZONI,10,-34.63743280,-58.49945705,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0122,CONDUCTOR,AUTO,MASCULINO,33.0,2018-11-12,entre_20_y_40,1,2018-11-12,2018,11,12,lunes,Laboral,01:00:00,1,noche,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-34.67233407,-58.47743966,AUTO-AUTO,AUTO,AUTO
2018-0123,CONDUCTOR,AUTO,MASCULINO,25.0,2018-11-12,entre_20_y_40,1,2018-11-12,2018,11,12,lunes,Laboral,03:32:00,3,noche,GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-34.67450313,-58.50251790,AUTO-SD,AUTO,SD
