id,rol,victima,sexo,edad,fecha_fallecimiento,categoria_edad
2020-0069,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,2020-12-15,entre_20_y_40
2020-0070,PEATON,PEATON,FEMENINO,81.0,2020-12-22,mas_de_80
2020-0071,PEATON,PEATON,MASCULINO,4.0,2020-12-17,entre_0_y_20
2020-0072,CICLISTA,BICICLETA,MASCULINO,42.0,2020-12-19,entre_40_y_60
2020-0073,CONDUCTOR,MOTO,MASCULINO,56.0,2020-12-20,entre_40_y_60
2020-0074,CONDUCTOR,AUTO,MASCULINO,39.0,2020-12-20,entre_20_y_40
2020-0075,PEATON,PEATON,MASCULINO,23.0,2020-12-23,entre_20_y_40
2020-0076,CONDUCTOR,AUTO,FEMENINO,78.0,2021-01-17,entre_60_y_80
2020-0077,CONDUCTOR,MOTO,FEMENINO,30.0,2020-12-25,entre_20_y_40
2020-0077,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24.0,2020-12-25,entre_20_y_40
2020-0078,CICLISTA,BICICLETA,MASCULINO,26.0,2020-12-25,entre_20_y_40
2020-0079,CONDUCTOR,MOTO,MASCULINO,28.0,2020-12-27,entre_20_y_40
2021-0001,CONDUCTOR,MOTO,MASCULINO,36.0,2021-01-06,entre_20_y_40
2021-0002,CONDUCTOR,MOTO,FEMENINO,47.0,2021-01-07,entre_40_y_60
2021-0003,CONDUCTOR,MOTO,MASCULINO,27.0,2021-01-10,entre_20_y_40
2021-0004,PEATON,PEATON,FEMENINO,61.0,2021-01-11,entre_60_y_80
2021-0005,PEATON,PEATON,MASCULINO,73.0,2021-01-14,entre_60_y_80
2021-0006,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,2021-01-12,entre_20_y_40
2021-0007,CONDUCTOR,MOTO,MASCULINO,84.0,2021-01-26,mas_de_80
2021-0008,PEATON,PEATON,MASCULINO,28.0,2021-01-22,entre_20_y_40
2021-0009,CONDUCTOR,MOTO,MASCULINO,31.0,2021-01-23,entre_20_y_40
2021-0010,CONDUCTOR,MOTO,MASCULINO,28.0,2021-01-23,entre_20_y_40
2021-0011,PEATON,PEATON,MASCULINO,21.0,2021-01-27,entre_20_y_40
2021-0012,PEATON,PEATON,MASCULINO,0.0,2021-01-29,edad_desconocida
2021-0013,CONDUCTOR,MOTO,MASCULINO,41.0,2021-01-31,entre_40_y_60
2021-0014,PEATON,PEATON,MASCULINO,28.0,2021-02-18,entre_20_y_40
2021-0015,CONDUCTOR,MOTO,MASCULINO,26.0,2021-02-06,entre_20_y_40
2021-0016,CONDUCTOR,AUTO,MASCULINO,22.0,2021-02-14,entre_20_y_40
2021-0017,CONDUCTOR,MOTO,MASCULINO,33.0,2021-02-17,entre_20_y_40
2021-0018,PEATON,PEATON,MASCULINO,36.0,2021-03-08,entre_20_y_40
2021-0019,CONDUCTOR,MOTO,MASCULINO,30.0,2021-02-21,entre_20_y_40
2021-0020,PEATON,PEATON,FEMENINO,0.0,2021-02-21,edad_desconocida
2021-0021,CONDUCTOR,MOTO,MASCULINO,39.0,2021-03-04,entre_20_y_40
2021-0022,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68.0,2021-03-06,entre_60_y_80
2021-0023,CONDUCTOR,MOTO,MASCULINO,24.0,2021-03-01,entre_20_y_40
2021-0024,CICLISTA,BICICLETA,MASCULINO,5.0,2021-03-03,entre_0_y_20
2021-0025,CONDUCTOR,MOTO,MASCULINO,37.0,2021-03-11,entre_20_y_40
2021-0026,CONDUCTOR,MOTO,MASCULINO,36.0,2021-03-15,entre_20_y_40
2021-0027,CONDUCTOR,MOTO,FEMENINO,19.0,2021-03-16,entre_0_y_20
2021-0028,PEATON,PEATON,MASCULINO,0.0,2021-03-29,edad_desconocida
2021-0029,CONDUCTOR,AUTO,MASCULINO,26.0,2021-04-02,entre_20_y_40
2021-0030,PEATON,PEATON,MASCULINO,36.0,2021-04-07,entre_20_y_40
2021-0031,PEATON,PEATON,FEMENINO,68.0,2021-04-11,entre_60_y_80
2021-0032,PEATON,PEATON,MASCULINO,60.0,2021-04-29,entre_60_y_80
2021-0033,CONDUCTOR,AUTO,MASCULINO,33.0,2021-04-14,entre_20_y_40
2021-0034,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2021-04-19,entre_20_y_40
2021-0035,CONDUCTOR,MOTO,MASCULINO,24.0,2021-05-03,entre_20_y_40
2021-0036,CONDUCTOR,MOTO,MASCULINO,36.0,2021-05-09,entre_20_y_40
2021-0037,PEATON,PEATON,FEMENINO,58.0,2021-05-11,entre_40_y_60
2021-0038,CONDUCTOR,MOTO,FEMENINO,44.0,2021-05-14,entre_40_y_60
2021-0039,CICLISTA,BICICLETA,MASCULINO,86.0,2021-06-05,mas_de_80
2021-0040,CONDUCTOR,MOTO,MASCULINO,27.0,2021-05-20,entre_20_y_40
2021-0041,PEATON,PEATON,MASCULINO,75.0,2021-05-20,entre_60_y_80
2021-0042,PEATON,PEATON,MASCULINO,39.0,2021-05-21,entre_20_y_40
2021-0043,PEATON,PEATON,MASCULINO,50.0,2021-05-22,entre_40_y_60
2021-0044,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,2021-05-25,entre_20_y_40
2021-0045,CONDUCTOR,MOTO,MASCULINO,22.0,2021-05-26,entre_20_y_40
2021-0046,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20.0,2021-05-31,entre_20_y_40
2021-0047,CONDUCTOR,MOTO,MASCULINO,59.0,2021-06-02,entre_40_y_60
2021-0048,CICLISTA,BICICLETA,MASCULINO,44.0,2021-06-23,entre_40_y_60
2021-0049,CONDUCTOR,AUTO,MASCULINO,74.0,2021-06-03,entre_60_y_80
2021-0050,CONDUCTOR,MOTO,MASCULINO,56.0,2021-06-10,entre_40_y_60
2021-0051,PEATON,PEATON,MASCULINO,73.0,2021-06-16,entre_60_y_80
2021-0052,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0,2021-06-20,entre_0_y_20
2021-0053,PEATON,PEATON,MASCULINO,58.0,2021-06-30,entre_40_y_60
2021-0054,CONDUCTOR,MOTO,MASCULINO,41.0,2021-06-22,entre_40_y_60
2021-0055,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47.0,2021-06-29,entre_40_y_60
2021-0056,CICLISTA,BICICLETA,MASCULINO,60.0,2021-07-09,entre_60_y_80
2021-0057,CONDUCTOR,AUTO,MASCULINO,46.0,2021-07-10,entre_40_y_60
2021-0058,PEATON,PEATON,MASCULINO,24.0,2021-07-21,entre_20_y_40
2021-0059,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44.0,2021-07-22,entre_40_y_60
2021-0060,PEATON,PEATON,FEMENINO,80.0,2021-07-22,mas_de_80
2021-0061,PEATON,PEATON,FEMENINO,55.0,2021-07-24,entre_40_y_60
2021-0062,CONDUCTOR,AUTO,MASCULINO,73.0,2021-07-27,entre_60_y_80
2021-0063,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31.0,2021-08-02,entre_20_y_40
2021-0064,PEATON,PEATON,MASCULINO,37.0,2021-08-03,entre_20_y_40
2021-0065,PEATON,PEATON,FEMENINO,63.0,2021-08-10,entre_60_y_80
2021-0066,PEATON,PEATON,MASCULINO,59.0,2021-08-09,entre_40_y_60
2021-0067,CONDUCTOR,MOTO,MASCULINO,27.0,2021-08-08,entre_20_y_40
2021-0068,CONDUCTOR,MOTO,MASCULINO,39.0,2021-08-15,entre_20_y_40
2021-0069,PEATON,PEATON,MASCULINO,17.0,2021-08-21,entre_0_y_20
2021-0070,CONDUCTOR,MOTO,MASCULINO,31.0,2021-08-28,entre_20_y_40
2021-0071,PEATON,PEATON,MASCULINO,88.0,2021-09-01,mas_de_80
2021-0072,PEATON,PEATON,FEMENINO,57.0,2021-09-01,entre_40_y_60
2021-0073,CICLISTA,BICICLETA,FEMENINO,76.0,2021-09-18,entre_60_y_80
2021-0074,CONDUCTOR,MOTO,MASCULINO,55.0,2021-09-20,entre_40_y_60
2021-0075,PEATON,PEATON,MASCULINO,65.0,2021-09-21,entre_60_y_80
2021-0076,CONDUCTOR,MOTO,MASCULINO,31.0,2021-10-16,entre_20_y_40
2021-0077,CONDUCTOR,MOTO,FEMENINO,31.0,2021-10-18,entre_20_y_40
2021-0078,CONDUCTOR,MOTO,MASCULINO,22.0,2021-10-23,entre_20_y_40
2021-0079,PEATON,PEATON,MASCULINO,0.0,2021-10-25,edad_desconocida
2021-0080,CONDUCTOR,MOTO,MASCULINO,32.0,2021-10-28,entre_20_y_40
2021-0081,CONDUCTOR,MOTO,MASCULINO,26.0,2021-11-02,entre_20_y_40
2021-0082,CONDUCTOR,MOTO,MASCULINO,38.0,2021-11-06,entre_20_y_40
2021-0083,CONDUCTOR,MOTO,MASCULINO,30.0,2021-11-09,entre_20_y_40
2021-0084,CONDUCTOR,AUTO,MASCULINO,32.0,2021-11-11,entre_20_y_40
2021-0097,CICLISTA,BICICLETA,MASCULINO,53.0,2021-11-19,entre_40_y_60
2021-0085,CONDUCTOR,MOTO,MASCULINO,49.0,2021-11-20,entre_40_y_60
2021-0086,PEATON,PEATON,MASCULINO,75.0,2021-11-25,entre_60_y_80
2021-0087,PEATON,PEATON,FEMENINO,73.0,2021-11-27,entre_60_y_80
2021-0088,CONDUCTOR,MOTO,MASCULINO,45.0,2021-12-07,entre_40_y_60
2021-0089,CONDUCTOR,MOTO,MASCULINO,41.0,2021-12-11,entre_40_y_60
2021-0090,PEATON,PEATON,MASCULINO,73.0,2022-01-03,entre_60_y_80
2021-0091,CONDUCTOR,MOTO,MASCULINO,24.0,2021-12-11,entre_20_y_40
2021-0092,PEATON,PEATON,FEMENINO,50.0,2021-12-12,entre_40_y_60
2021-0093,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18.0,2021-12-18,entre_0_y_20
2021-0094,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43.0,2021-12-20,entre_40_y_60
2021-0095,CONDUCTOR,MOTO,MASCULINO,27.0,2022-01-02,entre_20_y_40
2021-0096,CONDUCTOR,AUTO,MASCULINO,60.0,2021-12-20,entre_60_y_80
